,reviews
6530,"My daughter LOVES this suit! The fit could not be more perfect, and her friends are super jealous! Lisa was amazing, she works with you on the style and was more than helpful with sizing, etc.! I highly recommend Lisa and her fantastic shop!!"
6531,Words cannot express how much I love this bikini! Fits perfectly without being too revealing! Seller was also amazing enough to make sureit got to me before my girls only vegas trip! I am one very satisfied customer and will purchase from this seller again!
6532,I absolutely love my Tardis Bikini! I received an email hours after I ordered requesting my specific bra size and pant size so they can do a perfect fit. Arrived a lot quicker than I expected! I cant wait till this Chicago weather warms up so I can wear it someplace other than inside!!
6533,I ordered the TARDIS bikini for my trip to Hawaii this year and because I am a huge Doctor Who fan and I must say I LOVE IT! Perfect sizing and very well done. also easy to pay and no problems with shipping. Thanks so much!
6534,"Stunning - I LOVE it. At first I was concerned that it would be too small, but it fit like a glove. Gorgeous bikini. I can't wait for warmer weather so I can wear it. Thank you!"
6535,The bathing suit is great! It looks so good on and the material is a great quality. She even sewed in extra liners and pockets for my own inserts!
6536,It's even better then I thought I'm in love with it
6537,Adorable!
6538,Thank you so much!!! It look amazing!!! My daughter will love it!!!
6539,My bikini is made well and fits so perfectly! I am definitely pleased and would recommend this shop. :)
6540,"This is amazing and fits great. Seller was very helpful, responded quickly to all my messages and i received the product quickly."
6541,It looks  great and fit great too.
6542,Absolutely perfect!  thank you so much
6543,El diseño es muy bueno y llegó en 1 semana. Perfecto. Lo único que no me gusta es que las letras de POLICE.... parece que no son muy resistentes y se pueden caer en cualquier momento. Por el resto es una gran compra
6544,Fits perfectly and exactly as pictured
6545,Looks stunning on my girlfriend. Colour and cut exactly as displayed in sellers web page. Quick replies to email. Thanks!
6546,Very nicely put together
6547,All good (pas pour moi)
6548,"Super bikini, good quality, fast delivery. I love it!"
6549,its great thanks so much
6550,"Awesome quality, thanks so much!"
6551,"Fits perfectly, looks adorable, can't wait to wear it!!"
6552,Great experience! Shipped on time and fit well.
6553,Love this bikini! Fits perfect on my DDD!
6554,These are the best-fitting bikinis!!!
6555,wore for the 4th this year and got a lot of compliments
6556,love it. just as described.
6557,A+!  Nice suit and sexy on my wife.  Love it!
6558,"Great buy for the money. A little less metallic than expected, but no complains for an inexpensive fun and festive suit."
6559,"Used it for an American theme party while on a trip to Toronto. Was great. Very well made. Wish it had padding, but other than that no complaints."
6560,It's a nice suit. Just wish there was padding
6561,She loved it and can’t wait to show it off!
6562,My swimsuit is amazing! I’m so in love with it. Breezie was quick to respond to all of my questions and customized my suit. She even sent it out well before the date I needed it by. I could cry because it fits so well and I haven’t found a swimsuit in years that I felt comfortable in. Thank you so much girlfriend!
6563,"Both of my customized suits (bodysuit + a velvet binki) fit perfectly!! Im amazed how she can nail such customized orders, and the rust velvet color I requested was exactly what I was invisioning. Im about to order my third suit now - definitely recommend for simply amazing / no fuss swimwear."
6564,LOVE this fabric. Beautiful color. Fit was fab.
6565,My new favorite swim suit! It fits me perfectly
6566,This is the third piece I have from this company and I am always impressed by how gorgeous and well made each piece is. Best bathing suit I have ever owned!!! ❤️❤️❤️
6567,"It’s literally Christmas in July with this emerald velvet masterpiece. So many compliments, great customer service, fits great and I immediately placed my second order."
6568,So beautiful! Really high quality and I love it. I ordered this in a nude fabric and the nude is a really nice light chocolate milky type of nude. It’s very very flattering even where I thought it wouldn’t be. Incredible!
6569,The bottom is a tiny bit large in my bum area but I absolutetly love the color and top fits great!
6570,Love this suit! It's quite comfortable and very flattering. She even found a gold velvet color fabric per my request. Will most likely be ordering more in the future. Thanks Breezie <3
6571,Love it! So well made and incredibly flattering. Purchased it custom made in green with matching scrunchy. Definitely a worthwhile purchase!
6572,Love this suit!! The color is PERFECT!
6573,Fully lined and fit perfectly! Even got a a lil scrunchie is that matches! Thanks!
6574,This fit perfectly & is very comfortable to wear & swim in!
6575,"Just received my bathing suit and I love it so much, I don’t think I’ll be buying suits from anywhere else! Thank you!!!"
6576,"Best.Fitting.suit.ever. 
This is the first suit In years that I have loved from the second I put it on. No “ getting used to it” or, “ it will grow on me”,  or “maybe 5 lbs later”, or “with a sarong? too much fabric? Too little fabric? “etc thoughts. I am talking since puberty. I’m 31 and my whole life I’ve hated bathing suits like most girls/women simply because a one size/shape fits all is just mathematically and logically in correct. This one I put on and wore for two days.. around the house, sexier than most of my lingerie and better fitting/more comfortable than my favorite jeans. I don’t know how or why, but I won’t question it. You don’t look a gift horse in the mouth. Right?"
